"code","n_jan16","n_feb16","n_mar16","n_apr16","n_may16","n_jun16","n_jul16","n_aug16","n_spt16","n_oct16","n_nov16","n_dec16","n_jan17","n_feb17","n_mar17","n_apr17"
"m25551",1,0,6,102,138,142,155,158,185,169,187,183,207,182,187,194
"m25559",1,1,0,40,52,45,45,48,43,48,42,44,41,32,40,35
"m25561",1,1,7,175,240,244,282,279,301,280,299,246,292,250,286,342
"m25562",1,4,8,165,197,217,262,250,271,254,288,283,249,252,288,322
"m25569",1,2,7,42,64,64,61,84,58,56,59,60,65,62,50,72
"m25571",1,0,5,65,92,95,125,145,115,118,121,91,116,98,121,128
"m329",1,0,1,30,23,31,30,42,48,47,34,44,41,42,34,56
"m5412",1,2,5,24,53,37,70,70,50,66,61,61,55,53,62,60
"m5441",1,1,2,45,70,59,108,95,88,101,95,87,118,81,107,93
"m5442",1,0,0,34,57,61,93,107,93,103,85,81,97,83,94,92
"m62830",1,2,7,49,105,68,101,101,106,93,80,120,98,100,102,80
"m7501",1,0,0,0,0,1,1,2,1,0,3,0,0,2,3,1
"m7502",1,0,0,1,0,1,0,2,6,2,1,1,0,1,5,3
"m75101",1,0,0,7,0,3,7,3,4,4,5,1,6,2,4,7
"m79601",1,1,1,54,52,53,56,77,84,70,87,62,65,58,72,72
"m79605",1,4,5,103,137,130,143,154,177,125,155,146,145,141,147,196
"m79631",1,0,0,12,13,14,12,23,15,23,17,16,17,18,23,19
"m79651",1,1,1,11,21,18,29,20,30,19,20,19,21,14,25,39
"m79661",1,0,2,41,55,58,68,66,66,75,81,56,75,63,71,78
"m79671",1,2,8,51,96,116,113,138,126,103,144,95,122,131,113,161
"m7989",1,3,10,137,214,193,232,230,258,204,198,163,200,220,240,244
"n12",1,2,16,81,119,120,126,136,154,150,109,127,112,118,142,120
"n132",1,0,3,59,66,88,92,119,117,92,112,123,98,84,119,108
"n138",1,0,3,25,29,31,16,26,6,9,9,11,15,12,15,14
"n179",1,6,63,613,751,764,852,815,743,814,689,752,907,863,1053,920
"n183",1,2,16,208,263,240,264,265,258,274,296,313,364,339,358,332
"n186",1,0,18,240,335,321,335,325,325,325,315,325,373,377,404,444
"n19",1,2,2,54,103,95,108,76,80,75,71,77,103,92,66,67
"n201",1,1,8,145,202,241,265,305,208,218,266,246,236,193,245,207
"n23",1,2,7,36,71,87,81,109,93,91,65,81,65,81,84,65
"n281",1,1,2,53,66,55,60,52,48,58,68,57,61,60,61,77
"n289",1,1,12,141,225,231,249,242,237,211,214,212,225,203,206,230
"n3000",1,5,11,199,265,302,290,278,296,308,335,326,339,280,280,290
"n3001",1,0,3,78,122,114,163,135,143,124,162,156,175,167,161,121
"n3091",1,1,0,5,12,24,22,25,26,18,19,18,24,19,23,30
"n472",1,0,1,1,0,5,2,1,2,0,0,1,2,1,6,1
"n72",1,2,0,13,16,14,25,33,30,27,22,19,23,19,27,17
"n898",1,0,1,75,90,83,114,124,95,95,125,84,138,89,112,131
"n930",1,0,0,0,2,0,2,3,0,2,0,3,2,0,2,0
"n949",1,2,0,12,22,29,36,23,22,17,16,11,16,12,8,12
"n950",1,0,0,4,6,7,10,4,5,7,12,5,9,6,15,4
"n99511",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"o219",1,2,3,27,37,56,72,65,67,60,41,80,67,72,82,60
"o2202",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"o2341",1,1,0,13,21,20,17,25,22,19,27,30,35,30,24,40
"o468x1",1,0,0,3,9,3,7,7,8,4,8,6,5,4,5,4
"o4691",1,0,0,5,8,7,20,28,18,21,20,12,26,23,25,10
"o471",1,0,1,1,8,11,9,8,4,11,10,8,7,11,8,2
"o99331",1,0,0,5,9,6,5,18,4,11,11,13,21,19,18,45
"o99332",1,0,1,5,3,8,7,6,6,3,6,3,8,8,7,15
"o9a212",1,0,0,8,6,11,5,7,8,6,3,3,8,8,8,7
"p519",1,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0
"q780",1,0,0,0,1,4,3,1,3,2,4,4,5,2,4,5
"r001",1,3,8,151,191,222,204,218,194,233,192,172,232,215,215,241
"r042",1,0,4,44,48,55,52,48,57,55,63,67,74,66,76,49
"r0681",1,0,1,20,16,12,16,18,12,10,11,13,13,20,10,11
"r0689",1,1,2,48,58,69,99,106,104,74,75,95,108,97,78,93
"r0981",1,2,5,100,94,96,131,139,209,174,303,407,430,373,296,260
"r0989",1,0,4,94,101,172,130,157,173,135,106,139,170,147,122,116
"r1012",1,0,3,112,156,121,161,157,197,194,192,195,235,170,210,197
"r1031",1,3,18,288,409,389,459,506,522,481,525,516,611,499,566,605
"r10817",1,0,0,8,9,10,13,12,7,10,14,7,19,12,9,7
"r1111",1,1,4,24,39,43,36,49,44,42,65,95,97,69,87,67
"r1114",1,0,0,16,26,25,33,29,28,19,14,18,21,12,13,3
"r140",1,1,3,80,115,82,101,83,99,114,118,89,106,87,101,97
"r198",1,0,1,5,8,15,7,6,20,8,9,11,14,13,17,18
"r251",1,0,3,59,76,66,58,52,65,61,56,53,67,63,69,73
"r252",1,0,1,32,52,50,54,68,56,43,48,39,49,41,54,67
"r296",1,0,4,61,76,82,89,89,88,86,75,90,120,96,119,100
"r413",1,0,1,27,42,35,32,39,41,31,25,23,34,35,35,42
"r4189",1,0,2,14,16,32,30,28,39,23,26,27,30,28,35,29
"r451",1,1,6,142,183,193,141,126,127,110,128,140,126,143,144,152
"r460",1,0,0,5,1,1,4,2,4,1,5,6,6,1,3,4
"r579",1,0,2,15,18,24,32,15,20,20,17,22,29,25,25,12
"r590",1,0,0,35,57,58,62,62,72,66,64,55,83,77,84,105
"r591",1,0,3,52,52,72,75,62,80,82,91,93,81,93,75,65
"r609",1,1,8,221,277,273,230,217,205,190,193,198,203,183,211,213
"r61",1,1,2,59,67,82,78,80,85,62,58,50,47,72,71,73
"r6521",1,0,11,75,66,71,90,62,61,71,74,92,104,108,102,81
"r69",1,3,5,18,15,11,13,14,16,46,38,57,82,122,80,41
"r7309",1,0,1,51,47,40,44,31,48,15,6,11,13,13,15,8
"r79",1,0,0,1,1,6,0,1,3,3,1,0,1,0,3,1
"r791",1,0,5,97,104,107,97,150,113,125,151,166,158,149,197,160
"r8290",1,0,2,5,10,8,12,11,29,14,19,25,26,31,33,18
"r911",1,0,4,48,70,49,80,65,65,88,79,84,100,84,87,81
"r946",1,0,0,10,7,4,9,15,9,18,6,4,8,9,14,19
"s0033xa",1,0,2,15,30,39,32,33,41,37,50,33,36,27,42,45
"s00411a",1,0,0,5,11,9,14,6,8,3,10,7,6,6,4,9
"s01112a",1,0,1,32,48,46,53,65,61,72,48,68,60,52,61,80
"s01551a",1,0,0,1,7,1,6,7,3,3,6,4,2,4,4,5
"s0191xa",1,1,1,9,14,18,25,20,24,26,15,26,18,19,38,23
"s022xxa",1,2,2,55,63,80,96,76,75,94,75,79,96,90,81,102
"s0551xa",1,0,0,0,0,0,1,0,0,1,0,3,0,2,1,1
"s069x0a",1,2,1,25,23,27,24,31,19,17,21,28,22,15,32,26
"s098xxa",1,1,6,40,53,81,85,75,81,58,73,66,77,60,86,115
"s0993xa",1,0,2,39,40,49,47,53,54,55,54,58,62,53,57,62
"s13181a",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"s139xxa",1,1,1,34,45,43,71,73,58,62,54,62,45,43,54,47
"s20229a",1,1,2,25,19,25,27,37,43,25,26,50,36,20,30,32
"s20419a",1,1,0,2,2,3,4,6,2,8,2,5,1,5,6,5
"s2231xa",1,0,0,17,23,23,36,27,35,18,34,42,29,31,33,34
"s2249xa",1,1,0,11,14,8,6,10,9,10,11,13,9,14,9,10
"s2341xa",1,0,0,2,3,4,3,5,7,4,5,5,5,7,2,3
"s27322a",1,0,1,3,5,1,1,6,5,8,4,6,4,8,5,4
"s27819a",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"s29012a",1,1,2,32,40,39,34,37,46,44,50,64,48,52,44,62
"s299xxa",1,0,1,6,14,20,43,23,36,27,42,40,24,27,32,21
"s300xxa",1,2,3,57,63,73,107,89,77,85,80,127,101,75,94,109
"s32000a",1,0,0,7,7,14,11,9,11,6,12,9,9,8,7,11
"s322xxa",1,0,0,3,3,3,6,10,6,2,2,5,5,3,5,4
"s32402a",1,0,0,4,4,2,1,5,3,1,4,4,2,2,1,4
"s40011a",1,2,2,29,39,67,47,52,58,81,47,68,52,46,58,48
"s42002a",1,0,2,6,20,14,14,21,26,26,17,12,8,14,21,24
"s42025a",1,0,0,0,2,5,6,6,5,6,6,3,5,3,3,5
"s42302a",1,0,0,11,8,6,12,6,12,5,3,14,3,9,12,5
"s42412a",1,0,0,9,14,12,11,14,10,11,10,6,5,4,8,10
"s43006a",1,0,3,8,7,9,6,8,8,6,8,4,8,3,4,8
"s43109a",1,0,1,2,9,7,4,7,11,2,5,4,1,1,5,6
"s43421a",1,0,0,2,5,9,3,4,6,6,6,6,5,4,4,4
"s46819a",1,0,0,7,11,5,7,8,4,7,13,5,9,7,8,9
"s46919a",1,0,1,4,9,3,11,8,2,12,7,6,9,5,5,9
"s50311a",1,0,1,13,16,29,32,25,37,18,19,10,13,11,23,26
"s51011a",1,0,0,14,20,19,23,16,14,20,22,17,10,10,20,15
"s51012a",1,0,1,14,15,21,23,23,24,28,20,12,11,10,13,17
"s51811a",1,0,2,31,33,46,44,51,58,69,39,33,24,34,45,71
"s51812a",1,0,1,40,50,58,66,65,74,74,77,31,46,56,74,91
"s52512a",1,0,0,1,1,1,1,1,3,1,0,1,3,1,2,4
"s53126a",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"s56911a",1,0,0,4,5,7,8,4,7,6,4,8,7,6,5,3
"s59212a",1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
"s60112a",1,0,0,1,3,3,3,1,3,4,3,3,2,2,1,3
"s60132a",1,0,0,0,0,0,1,2,3,2,1,2,2,0,4,0
"s60222a",1,0,4,38,52,37,65,59,63,71,63,51,52,50,58,69
"s60229a",1,0,1,17,26,26,23,29,34,27,20,25,22,24,24,23
"s60413a",1,0,0,0,3,4,2,3,2,3,2,2,3,1,10,3
"s61211a",1,1,0,45,81,63,65,64,63,59,75,71,56,61,59,81
"s61214a",1,0,2,7,18,31,22,20,16,24,16,20,16,16,19,22
"s61215a",1,0,0,18,24,28,32,24,33,29,28,27,22,23,18,20
"s61216a",1,1,0,10,15,14,26,18,24,16,15,19,22,26,32,31
"s61229a",1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0
"s61419a",1,0,3,16,33,53,30,35,40,37,38,36,38,25,34,43
"s61451a",1,0,1,14,11,26,26,16,18,27,9,12,16,15,17,21
"s62009a",1,0,0,4,9,1,3,3,3,2,3,3,2,3,1,0
"s63256a",1,0,0,0,1,2,0,2,1,0,1,0,1,0,1,1
"s63501a",1,2,2,47,47,59,68,65,74,60,45,57,53,48,65,67
"s63522s",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s63611a",1,0,1,0,2,2,0,3,3,2,2,1,1,3,1,4
"s66124a",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"s66912a",1,0,0,3,5,5,5,7,13,6,4,3,4,7,5,9
"s66919a",1,0,0,2,4,3,3,3,9,4,3,2,5,1,2,5
"s6992xa",1,0,1,38,37,32,45,67,58,81,60,53,52,59,61,76
"s72001a",1,0,0,14,32,21,30,35,30,21,31,33,27,29,32,30
"s72042a",1,0,0,3,1,4,1,1,3,1,1,1,6,1,1,1
"s8000xa",1,1,2,15,29,19,27,42,28,28,27,28,21,27,20,35
"s80212a",1,0,4,40,56,58,61,72,71,45,42,42,29,44,39,69
"s82201a",1,0,0,5,5,5,3,8,7,10,4,6,4,4,6,10
"s82831a",1,0,1,11,22,15,28,20,13,22,35,26,23,16,20,20
"s83006a",1,1,0,3,2,1,0,2,6,2,1,1,1,4,1,3
"s83522a",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"s8390xa",1,1,0,12,15,14,24,17,37,22,21,15,16,17,14,18
"s8392xa",1,1,3,36,47,50,56,58,65,60,57,52,54,41,58,53
"s86811a",1,0,0,4,3,4,3,4,2,2,3,3,6,2,4,9
"s86911a",1,2,1,21,32,20,19,31,20,25,16,14,17,24,21,28
"s9030xa",1,0,0,7,17,22,12,15,24,22,17,14,6,19,15,9
"s9031xa",1,1,2,30,49,60,51,75,54,69,56,36,38,39,58,52
"s90812a",1,0,1,6,12,9,13,7,4,14,4,4,1,4,4,12
"s92014a",1,0,0,0,2,0,0,0,0,0,2,1,0,0,1,1
"s92402b",1,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0
"s92592a",1,0,0,1,0,2,2,1,0,1,2,1,1,0,0,1
"s9782xa",1,0,0,0,1,3,6,5,4,4,2,4,1,2,3,4
"s99922s",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"t171xxa",1,0,2,12,13,21,31,32,32,27,25,22,35,30,27,28
"t17228a",1,0,0,0,2,2,4,3,2,0,1,1,3,2,8,7
"t17590a",1,0,0,2,0,1,1,0,1,0,1,5,1,1,1,1
"t18108a",1,0,1,9,15,13,19,15,16,20,20,15,11,14,18,11
"t2029xd",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"t2030xa",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"t2131xa",1,0,0,2,0,2,0,0,1,1,0,0,1,1,0,1
"t2131xd",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"t2132xa",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"t2137xa",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"t23291d",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"t23301a",1,0,0,1,1,0,1,2,0,2,1,0,0,0,2,1
"t23302a",1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
"t24302a",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"t24309d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"t2661xa",1,0,0,0,0,0,5,1,1,0,1,1,3,2,1,0
"t300",1,1,3,24,34,36,59,38,49,38,25,39,33,36,28,22
"t3130",1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0
"t3133",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"t3143",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"t450x1a",1,0,0,3,3,6,5,3,2,5,6,2,7,10,3,12
"t50901a",1,3,9,54,62,68,74,83,82,79,79,51,93,79,81,74
"t50902a",1,0,1,33,43,48,71,64,61,65,51,55,59,71,68,68
"t5491xa",1,0,0,2,4,5,11,7,4,2,7,3,5,8,5,3
"t5891xa",1,0,0,3,3,5,8,2,7,8,4,11,7,4,2,3
"t656x1a",1,0,0,0,0,1,1,0,0,1,1,0,0,0,2,1
"t754xxa",1,0,1,4,7,6,15,11,1,15,5,1,6,3,2,4
"t783xxa",1,1,3,26,51,49,47,62,65,60,50,53,52,61,66,64
"t794xxa",1,0,1,7,7,8,15,4,8,13,10,5,7,10,4,3
"t794xxd",1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0
"t814xxa",1,1,7,32,44,40,56,61,52,64,48,47,62,41,51,61
"t84021a",1,0,0,1,2,2,4,5,3,1,2,3,2,2,0,1
"v093xxa",1,0,0,2,2,2,0,0,1,2,3,2,0,2,0,2
"v4352xa",1,0,1,33,59,49,56,60,75,73,62,70,64,61,76,81
"v4959xa",1,0,0,4,15,9,10,8,14,8,8,14,8,9,5,11
"v499xxa",1,0,3,9,6,8,8,9,10,13,20,22,9,8,12,10
"v80018a",1,0,0,0,0,0,4,3,2,0,1,0,0,1,2,1
"v889xxa",1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"v988xxa",1,0,0,0,0,1,1,2,1,0,1,1,2,0,1,2
"v99xxxa",1,0,0,2,3,5,3,7,10,4,4,3,2,0,3,2
"w01198a",1,1,2,72,80,100,115,142,118,140,175,167,155,142,190,254
"w06xxxa",1,0,0,51,49,52,88,86,99,82,93,72,91,102,89,114
"w07xxxa",1,0,2,25,27,31,44,43,45,41,34,47,47,50,51,79
"w108xxa",1,0,2,58,58,65,80,77,87,102,98,106,92,86,109,106
"w109xxa",1,0,0,56,59,88,88,81,103,113,107,109,116,102,117,149
"w11xxxa",1,1,1,19,31,47,54,41,40,48,58,43,24,38,48,49
"w1809xa",1,1,0,75,94,109,97,106,95,104,143,124,104,122,125,95
"w1830xa",1,1,9,83,146,131,136,115,148,137,158,158,171,174,160,187
"w1830xs",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"w1839xa",1,0,3,54,87,169,176,178,179,174,153,197,149,173,172,222
"w2189xa",1,0,1,8,5,8,9,5,16,17,9,4,4,7,7,22
"w361xxa",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"w458xxa",1,1,3,74,144,202,197,215,195,130,122,110,103,129,124,160
"w500xxa",1,0,0,21,18,34,33,50,115,75,59,47,37,43,34,27
"w51xxxa",1,0,0,26,21,37,27,44,74,86,49,49,52,63,32,97
"w57xxxa",1,0,3,107,229,475,535,528,566,310,195,81,68,77,104,187
"y900",1,0,0,3,6,9,7,12,11,6,9,10,15,15,11,5
"y908",1,0,1,67,91,93,96,100,86,65,62,69,85,57,67,76
"y92000",1,0,2,29,27,40,53,51,35,44,35,57,34,30,41,53
"y92008",1,1,6,47,70,100,101,81,95,95,101,95,100,94,112,130
"y92018",1,0,2,50,56,70,102,101,81,95,66,79,97,105,110,108
"y92213",1,0,0,13,11,1,2,11,23,26,36,22,26,24,15,19
"y92318",1,0,0,0,1,1,0,5,8,11,1,1,2,1,1,1
"y9239",1,0,1,19,23,31,24,34,52,50,45,32,63,51,43,36
"y9355",1,0,1,11,32,52,43,57,48,39,22,9,7,26,30,58
"y9368",1,0,0,3,10,7,4,12,50,39,5,5,9,7,11,14
"y93e1",1,0,1,12,8,20,23,18,15,20,16,13,18,21,22,22
"y93g1",1,0,2,20,24,28,32,26,29,33,23,33,36,29,30,40
"z00110",1,1,0,0,0,0,4,0,0,1,1,1,1,0,0,1
"z3202",1,0,0,11,7,25,28,25,33,39,47,34,46,47,53,49
"z3a21",1,0,0,2,4,7,8,10,9,7,7,6,7,5,11,12
"z3a40",1,0,0,1,8,4,5,3,3,5,3,3,3,1,3,4
"z431",1,1,1,7,12,14,14,18,13,13,20,12,18,21,17,29
"z4651",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"z4800",1,1,0,21,37,30,29,20,22,27,15,23,14,15,25,21
"z4802",1,1,1,68,117,144,132,125,112,119,113,98,79,79,96,95
"z4889",1,0,0,6,17,9,17,13,18,19,17,8,10,11,16,15
"z515",1,0,22,137,152,135,149,153,135,155,175,168,168,182,193,152
"z5321",1,0,15,155,198,146,165,167,260,226,231,270,357,504,354,219
"z66",1,0,34,358,329,398,392,338,322,325,354,380,439,478,545,440
"z6834",1,0,0,27,22,17,20,13,17,18,20,27,21,26,29,25
"z6838",1,0,0,22,19,12,17,19,17,16,16,26,34,24,28,23
"z7189",1,0,1,4,13,14,9,13,8,8,9,18,12,8,8,7
"z760",1,1,5,58,80,81,83,89,80,85,97,91,89,69,78,94
"z77098",1,0,0,12,21,19,9,14,23,33,16,16,19,8,21,22
"z7722",1,1,0,37,40,40,36,61,65,142,146,179,214,233,197,186
"z789",1,3,0,45,63,56,95,77,102,93,93,84,111,88,96,98
"z8546",1,0,3,43,56,54,50,44,62,52,57,61,84,57,54,76
"z8619",1,1,2,24,33,34,37,40,37,47,29,25,35,39,44,31
"z87438",1,0,0,1,1,5,2,7,8,3,5,2,3,6,1,9
"z87898",1,1,2,49,79,81,102,83,87,69,72,76,107,96,130,113
"z882",1,1,9,74,95,81,78,141,154,126,144,150,197,178,187,121
"z9049",1,0,5,69,95,89,137,274,308,233,269,134,228,205,208,235
"z9114",1,0,6,135,169,146,148,171,143,158,135,168,170,152,204,164
"f410",0,6,6,73,135,123,163,145,145,169,127,144,151,171,166,157
"f1010",0,4,13,287,410,414,455,445,426,422,327,344,418,381,438,506
"j050",0,4,11,39,59,51,65,71,110,273,336,310,197,218,186,140
"t887xxa",0,4,2,44,75,56,96,85,83,83,69,76,80,97,93,64
"l03114",0,3,3,54,73,81,84,83,100,84,67,65,69,54,69,82
"l03211",0,3,4,56,81,72,64,76,99,66,58,44,70,55,62,70
"m79641",0,3,2,46,69,61,69,82,96,84,73,71,71,90,84,93
"m79672",0,3,4,63,82,113,120,108,125,129,105,105,120,91,115,133
"n3090",0,3,2,28,68,73,89,83,83,47,53,47,63,49,70,63
"n451",0,3,2,21,44,42,51,55,35,64,38,52,44,54,51,47
"y939",0,3,8,139,219,422,422,434,514,486,423,392,329,273,351,398
"a599",0,2,2,17,14,24,22,32,28,37,31,27,23,21,34,29
"d638",0,2,7,82,77,80,79,79,65,62,96,78,99,91,82,94
"e6601",0,2,19,278,312,327,276,290,317,331,295,328,354,392,484,482
"e662",0,2,7,30,26,26,19,24,14,25,18,32,37,33,38,42
"e872",0,2,29,301,362,364,367,382,333,367,338,339,405,413,496,437
"e878",0,2,6,62,53,56,58,48,50,58,44,45,62,59,81,94
"f1021",0,2,2,21,26,19,32,28,22,20,16,25,23,19,41,34
"g4089",0,2,2,21,24,23,21,24,23,18,21,28,21,14,35,28
"h6121",0,2,0,7,15,10,13,21,19,16,17,15,26,25,13,15
"k6289",0,2,3,30,52,53,50,46,51,43,64,56,71,50,69,57
"k8020",0,2,6,146,196,212,189,218,175,202,191,172,196,173,211,201
"k8590",0,2,1,0,3,1,1,0,10,116,104,111,109,123,148,137
"k920",0,2,2,56,97,78,84,85,85,89,94,104,87,99,112,123
"l03119",0,2,1,38,65,87,83,84,89,61,74,37,70,41,56,58
"l0390",0,2,8,120,163,224,279,293,276,203,169,169,151,158,210,191
"l270",0,2,4,13,18,16,23,12,20,15,38,28,25,32,17,25
"l600",0,2,1,14,24,15,33,31,29,38,25,18,17,27,26,19
"m5432",0,2,3,27,45,59,61,50,58,51,55,55,57,44,46,61
"m62838",0,2,7,59,89,100,116,121,142,115,148,100,140,123,133,113
"m79622",0,2,1,11,25,15,18,22,23,21,28,19,18,17,12,29
"m79645",0,2,0,31,26,87,95,76,81,55,65,57,59,46,74,68
"m79662",0,2,2,40,54,55,67,85,61,78,74,61,50,61,50,94
"m797",0,2,12,123,106,97,107,158,151,114,121,107,138,144,178,219
"n342",0,2,1,15,21,10,19,25,27,17,31,28,31,22,30,27
"o209",0,2,3,20,38,29,32,37,35,24,40,44,40,32,35,41
"o211",0,2,0,3,1,4,7,9,8,5,7,5,11,8,6,2
"r350",0,2,3,79,125,119,111,102,122,100,94,97,110,97,96,97
"r404",0,2,2,25,39,40,47,50,65,52,48,49,49,37,53,41
"r5081",0,2,2,22,30,31,20,30,28,62,57,62,67,53,51,39
"r630",0,2,4,50,47,59,63,60,63,44,50,52,72,86,80,68
"s0003xa",0,2,4,116,157,140,177,173,191,168,173,180,160,148,206,190
"s01512a",0,2,3,19,29,41,45,41,48,33,34,33,32,33,44,43
"s0500xa",0,2,1,18,26,28,37,32,28,33,29,34,25,15,28,27
"s3992xa",0,2,1,23,33,20,38,37,48,47,48,47,44,32,49,35
"s46912a",0,2,2,23,31,24,28,50,38,36,31,45,48,42,30,38
"s62101a",0,2,1,4,11,17,9,18,12,17,16,11,9,14,9,10
"s86919a",0,2,1,9,3,12,5,6,3,8,7,6,6,3,6,8
"t782xxa",0,2,0,11,11,16,29,24,20,24,28,21,12,27,16,25
"w000xxa",0,2,0,0,0,0,1,0,1,0,2,161,128,2,8,1
"y92481",0,2,1,21,26,18,22,24,33,27,28,30,30,13,30,34
"z3481",0,2,0,1,0,2,0,1,3,1,0,1,1,3,0,4
"z5181",0,2,14,64,44,38,45,61,62,51,52,80,68,56,90,64
"z6843",0,2,3,59,70,54,34,54,48,58,36,48,65,67,79,76
"z981",0,2,5,31,21,28,27,30,32,37,40,26,26,32,51,67
"a047",0,1,9,89,113,98,73,88,68,87,74,80,98,114,119,71
"a080",0,1,0,0,0,0,0,1,2,1,0,4,5,5,18,9
"a09",0,1,0,22,36,29,44,53,49,50,78,104,107,73,86,63
"a6000",0,1,0,6,10,9,8,12,20,13,17,12,14,7,14,4
"a6002",0,1,0,1,5,1,0,1,2,2,0,1,1,2,1,1
"a881",0,1,1,1,2,1,0,1,1,0,1,1,0,1,1,2
"b028",0,1,0,2,3,2,4,3,1,2,5,4,5,4,6,8
"b029",0,1,3,63,103,102,94,103,118,80,98,109,100,75,86,90
"b084",0,1,0,18,45,86,118,96,134,82,65,29,17,8,16,12
"b354",0,1,0,14,12,17,23,20,34,24,20,11,19,23,26,11
"b965",0,1,4,15,9,12,10,17,14,16,16,22,21,11,20,22
"b9789",0,1,2,51,64,34,61,75,101,154,152,200,275,227,181,177
"b999",0,1,0,8,19,12,19,14,6,5,6,5,4,4,7,6
"c679",0,1,0,23,35,31,34,23,21,27,27,28,27,23,16,18
"c7490",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"c792",0,1,0,1,1,1,1,0,1,2,2,0,1,2,2,2
"c9000",0,1,1,25,25,26,19,27,26,18,18,30,25,31,22,26
"d45",0,1,1,2,2,4,6,1,3,3,3,4,5,3,5,4
"d469",0,1,1,9,14,12,12,19,8,13,8,17,10,16,11,18
"d61810",0,1,6,14,20,18,19,22,16,16,16,18,21,24,17,26
"d709",0,1,4,30,39,39,32,41,30,41,56,34,34,33,34,50
"d72819",0,1,2,33,29,31,32,22,33,28,18,31,46,33,43,52
"d801",0,1,0,9,4,9,7,4,6,9,8,3,3,2,10,7
"d89810",0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
"d89813",0,1,0,0,1,0,1,3,5,0,0,2,1,0,0,4
"e0008",0,1,1,15,16,25,23,19,13,1,0,0,0,1,0,0
"e0076",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e0821",0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"e1122",0,1,5,22,82,114,144,148,191,237,225,226,321,366,436,441
"e1143",0,1,0,9,21,14,23,18,27,26,22,16,29,29,31,36
"e11621",0,1,5,29,35,52,42,41,69,56,51,43,40,42,46,44
"e1169",0,1,2,8,9,8,29,20,26,24,30,19,28,31,25,31
"e1310",0,1,1,39,50,61,67,64,61,68,57,74,73,70,69,79
"e41",0,1,1,15,16,7,13,15,15,0,0,2,3,0,0,0
"e440",0,1,8,44,46,42,49,44,46,47,53,59,54,36,45,29
"e8352",0,1,3,37,38,50,43,34,47,40,55,30,41,47,58,38
"e8494",0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"e9179",0,1,0,1,6,2,1,1,1,0,0,0,0,0,0,0
"f05",0,1,2,27,27,21,32,21,18,19,33,27,35,38,30,37
"f1123",0,1,0,33,44,66,60,55,60,45,45,52,54,35,50,35
"f1210",0,1,7,153,190,190,170,265,238,199,204,180,277,276,297,451
"f1310",0,1,1,16,15,33,25,35,37,33,26,22,25,23,32,33
"f1920",0,1,0,12,20,12,14,20,14,10,19,8,8,13,13,7
"f200",0,1,1,26,27,34,44,42,46,35,33,39,27,40,37,38
"f201",0,1,1,1,1,2,2,3,2,3,7,4,7,1,2,6
"f22",0,1,2,62,81,84,63,60,70,74,83,67,79,82,81,74
"f418",0,1,4,64,115,105,105,106,123,114,103,101,112,151,136,155
"f4310",0,1,9,114,146,136,113,146,137,131,117,121,137,142,165,193
"f4321",0,1,1,23,30,26,39,37,39,29,36,33,28,38,25,37
"f439",0,1,1,11,19,28,15,32,29,23,33,25,26,29,27,29
"f5104",0,1,0,2,7,1,6,4,4,8,4,7,3,3,9,5
"g319",0,1,0,6,13,5,4,2,11,7,6,15,6,5,9,6
